id	mut_id	mut_type	pos	effect	h	sub_pop	gen_origin	num	frequency	rep
2614	39355301	m2	3993781	-0.330237031	0.5	p1	50000	1	0.000534759	1
2615	39355304	m2	2137712	-0.046259165	0.5	p1	50000	1	0.000534759	1
2617	39355306	m2	1690795	-0.584495187	0.5	p1	50000	1	0.000534759	1
2618	39355310	m2	1496230	-0.14970994	0.5	p1	50000	1	0.000534759	1
2619	39355311	m2	3875526	-3.20E-05	0.5	p1	50000	1	0.000534759	1
2620	39355312	m2	355844	-0.300735325	0.5	p1	50000	1	0.000534759	1
2621	39355313	m2	3923032	-0.204189479	0.5	p1	50000	1	0.000534759	1
2622	39355314	m2	1752292	-1.16545773	0.5	p1	50000	1	0.000534759	1
2623	39355315	m2	4869053	-0.320711017	0.5	p1	50000	1	0.000534759	1
2624	39355324	m2	2238250	-0.037400845	0.5	p1	50000	1	0.000534759	1
2625	39355325	m2	4835433	-1.19222295	0.5	p1	50000	1	0.000534759	1
2627	39355328	m2	2606460	-0.041719247	0.5	p1	50000	1	0.000534759	1
2629	39355335	m2	2065029	-0.174271345	0.5	p1	50000	1	0.000534759	1
2633	39355336	m2	4134774	-0.246768579	0.5	p1	50000	1	0.000534759	1
2634	39355337	m2	760759	-0.000134104	0.5	p1	50000	1	0.000534759	1
2635	39355338	m2	4392696	-0.115286119	0.5	p1	50000	1	0.000534759	1
2636	39355343	m2	1853850	-0.032362681	0.5	p1	50000	1	0.000534759	1
2637	39355348	m2	1262903	-0.040987819	0.5	p1	50000	1	0.000534759	1
2638	39355349	m2	3415140	-1.17587996	0.5	p1	50000	1	0.000534759	1
2639	39355350	m2	9035	-0.512546062	0.5	p1	50000	1	0.000534759	1
2641	39355351	m2	1594093	-0.134248063	0.5	p1	50000	1	0.000534759	1
2642	39355352	m2	3034491	-0.565533519	0.5	p1	50000	1	0.000534759	1
2643	39355353	m2	4965535	-0.125456661	0.5	p1	50000	1	0.000534759	1
2644	39355356	m2	1189896	-1.37277722	0.5	p1	50000	1	0.000534759	1
2645	39355357	m2	3986544	-0.192804515	0.5	p1	50000	1	0.000534759	1
2646	39355358	m2	4435734	-0.056166809	0.5	p1	50000	1	0.000534759	1
2647	39355359	m2	447651	-0.60498035	0.5	p1	50000	1	0.000534759	1
2648	39355360	m2	1825413	-0.103361912	0.5	p1	50000	1	0.000534759	1
2649	39355361	m2	1239564	-0.005499888	0.5	p1	50000	1	0.000534759	1
2650	39355362	m2	2643056	-0.884199262	0.5	p1	50000	1	0.000534759	1
2651	39355363	m2	3059211	-0.010796323	0.5	p1	50000	1	0.000534759	1
2652	39355366	m2	872073	-0.223466501	0.5	p1	50000	1	0.000534759	1
2653	39355370	m2	3607587	-0.651121318	0.5	p1	50000	1	0.000534759	1
362	4728	m3	3125481	0.002944211	0.5	p1	7	1888	1	2
466	13481	m2	4157626	-0.00023232	0.5	p1	18	1888	1	2
420	23570	m3	3695841	0.002255141	0.5	p1	32	1888	1	2
286	27522	m2	2439684	-0.000314047	0.5	p1	37	1888	1	2
37	72074	m3	350119	0.000436994	0.5	p1	101	1888	1	2
84	133723	m2	738540	-2.08E-05	0.5	p1	190	1888	1	2
398	177931	m2	3453510	-0.000302456	0.5	p1	254	1888	1	2
116	252576	m2	967782	-0.000722154	0.5	p1	365	1888	1	2
141	354387	m3	1144036	0.006109593	0.5	p1	515	1888	1	2
391	381521	m3	3415131	0.002465346	0.5	p1	555	1888	1	2
486	419606	m2	4324972	-0.000705116	0.5	p1	613	1888	1	2
251	512171	m2	2118790	-0.00094902	0.5	p1	749	1888	1	2
474	712057	m2	4233454	-0.000448071	0.5	p1	1044	1888	1	2
399	775569	m3	3470079	0.000774538	0.5	p1	1138	1888	1	2
487	869673	m2	4340589	-0.000354839	0.5	p1	1280	1888	1	2
85	928135	m2	739947	-0.00041744	0.5	p1	1366	1888	1	2
88	1054201	m2	762361	-0.001012534	0.5	p1	1552	1888	1	2
114	1064905	m2	944314	-0.000389631	0.5	p1	1568	1888	1	2
439	1082456	m2	3872087	-0.001009218	0.5	p1	1594	1888	1	2
361	1153795	m2	3115227	-0.001448355	0.5	p1	1699	1888	1	2
296	1171096	m2	2525245	-6.06E-05	0.5	p1	1724	1888	1	2
112	1206021	m2	934923	-4.68E-05	0.5	p1	1775	1888	1	2
494	1282603	m3	4406667	0.003090482	0.5	p1	1888	1888	1	2
320	1314119	m2	2705860	-0.000216901	0.5	p1	1934	1888	1	2
444	1425287	m2	3937596	-5.08E-07	0.5	p1	2097	1888	1	2
324	1484031	m3	2755856	0.000328297	0.5	p1	2185	1888	1	2
252	1490478	m3	2133658	0.0009421	0.5	p1	2194	1888	1	2
16	1604335	m2	150112	-0.000135295	0.5	p1	2362	1888	1	2
133	1608652	m2	1111138	-0.000458986	0.5	p1	2368	1888	1	2
449	1890004	m3	3979976	0.000962695	0.5	p1	2788	1888	1	2
349	1936370	m2	2976290	-1.89E-05	0.5	p1	2856	1888	1	2
336	1949202	m3	2853697	0.001807578	0.5	p1	2875	1888	1	2
397	1987232	m3	3451047	1.99E-07	0.5	p1	2931	1888	1	2
160	2120862	m3	1371272	0.006099708	0.5	p1	3131	1888	1	2
47	2129181	m3	407942	0.001297376	0.5	p1	3143	1888	1	2
413	2143909	m2	3570129	-0.000110134	0.5	p1	3165	1888	1	2
99	2155835	m3	852291	0.000291899	0.5	p1	3182	1888	1	2
196	2186599	m3	1594248	0.002231512	0.5	p1	3228	1888	1	2
157	2281804	m2	1315644	-2.14E-05	0.5	p1	3370	1888	1	2
364	2392050	m3	3149132	0.000882633	0.5	p1	3532	1888	1	2
338	2488489	m2	2871828	-0.00044513	0.5	p1	3675	1888	1	2
147	2491096	m2	1181944	-2.06E-05	0.5	p1	3679	1888	1	2
121	2532207	m3	998447	0.001836314	0.5	p1	3740	1888	1	2
238	2599837	m3	2008665	0.002202669	0.5	p1	3838	1888	1	2
554	2621251	m2	4928814	-0.000576166	0.5	p1	3869	1888	1	2
243	2638046	m2	2033489	-0.000220592	0.5	p1	3894	1888	1	2
102	2729519	m2	861070	-0.0003835	0.5	p1	4028	1888	1	2
197	2799958	m3	1595906	0.000901056	0.5	p1	4130	1888	1	2
524	3196574	m2	4694932	-3.04E-05	0.5	p1	4709	1888	1	2
216	3197071	m2	1742430	-0.000371361	0.5	p1	4710	1888	1	2
17	3270578	m2	153884	-2.36E-06	0.5	p1	4818	1888	1	2
87	3603062	m2	761525	-4.02E-06	0.5	p1	5306	1888	1	2
557	3660649	m3	4970530	0.002866026	0.5	p1	5390	1888	1	2
10	3711740	m2	88657	-0.000581893	0.5	p1	5466	1888	1	2
205	3774924	m3	1646979	0.000938316	0.5	p1	5558	1888	1	2
298	3849825	m2	2532912	-0.000227763	0.5	p1	5667	1888	1	2
214	3849845	m3	1721704	0.00176078	0.5	p1	5667	1888	1	2
203	3899857	m2	1635588	-8.79E-06	0.5	p1	5740	1888	1	2
74	3992520	m3	653466	0.002505355	0.5	p1	5875	1888	1	2
375	4109860	m3	3307417	0.001370462	0.5	p1	6044	1888	1	2
414	4136210	m3	3594918	0.004571868	0.5	p1	6083	1888	1	2
295	4226987	m2	2522806	-3.43E-06	0.5	p1	6216	1888	1	2
247	4242516	m3	2112107	0.001009229	0.5	p1	6239	1888	1	2
42	4433365	m2	366174	-0.000854388	0.5	p1	6519	1888	1	2
504	4458313	m2	4488163	-0.000106669	0.5	p1	6555	1888	1	2
344	4550892	m2	2950736	-0.001772994	0.5	p1	6690	1888	1	2
23	4554731	m3	231828	0.00548077	0.5	p1	6695	1888	1	2
417	4560184	m3	3636093	0.001919118	0.5	p1	6703	1888	1	2
206	4624566	m2	1662175	-0.000355721	0.5	p1	6797	1888	1	2
396	4739749	m2	3440883	-0.001456134	0.5	p1	6965	1888	1	2
95	4750114	m2	809269	-1.39E-06	0.5	p1	6979	1888	1	2
317	4779484	m2	2689253	-1.93E-05	0.5	p1	7022	1888	1	2
27	4791741	m3	263758	0.003013239	0.5	p1	7039	1888	1	2
142	4803559	m3	1144628	0.002389193	0.5	p1	7056	1888	1	2
312	4854504	m3	2652419	0.001426534	0.5	p1	7130	1888	1	2
263	4902938	m2	2252020	-0.000236714	0.5	p1	7199	1888	1	2
316	4907874	m2	2680797	-0.000496411	0.5	p1	7206	1888	1	2
44	4965880	m2	378156	-0.000459968	0.5	p1	7289	1888	1	2
313	5011450	m2	2657119	-0.002560959	0.5	p1	7353	1888	1	2
118	5327950	m3	969655	0.002048146	0.5	p1	7809	1888	1	2
259	5349782	m3	2196932	0.004095017	0.5	p1	7840	1888	1	2
57	5355647	m3	502722	0.002880782	0.5	p1	7849	1888	1	2
261	5414225	m2	2222883	-0.000254495	0.5	p1	7933	1888	1	2
222	5536832	m2	1811742	-0.000268951	0.5	p1	8111	1888	1	2
322	5617037	m3	2734751	0.001569693	0.5	p1	8226	1888	1	2
33	5672317	m3	315720	0.000993457	0.5	p1	8305	1888	1	2
90	5711523	m2	772289	-5.19E-06	0.5	p1	8361	1888	1	2
109	5718654	m3	899881	0.000153297	0.5	p1	8371	1888	1	2
68	5856721	m3	572031	0.001338125	0.5	p1	8568	1888	1	2
403	5869722	m2	3484182	-0.000845552	0.5	p1	8587	1888	1	2
481	5913413	m2	4282283	-0.000443828	0.5	p1	8649	1888	1	2
266	5918107	m2	2289032	-4.07E-05	0.5	p1	8656	1888	1	2
346	5986494	m3	2961286	0.001132921	0.5	p1	8754	1888	1	2
78	6015127	m3	678108	0.001694424	0.5	p1	8794	1888	1	2
441	6038732	m3	3894222	0.004537431	0.5	p1	8828	1888	1	2
111	6049059	m3	927194	0.000905128	0.5	p1	8843	1888	1	2
478	6071244	m3	4258840	0.000623291	0.5	p1	8875	1888	1	2
173	6162267	m2	1459057	-0.000556976	0.5	p1	9007	1888	1	2
450	6184186	m3	3988684	0.000633147	0.5	p1	9039	1888	1	2
0	6356004	m2	23894	-2.60E-05	0.5	p1	9283	1888	1	2
256	6391361	m3	2162069	0.001343889	0.5	p1	9333	1888	1	2
126	6403737	m3	1018129	0.001465363	0.5	p1	9351	1888	1	2
351	6557130	m2	2995174	-0.000282318	0.5	p1	9567	1888	1	2
498	6622319	m2	4441992	-0.000353642	0.5	p1	9659	1888	1	2
516	6904450	m3	4608938	0.002219795	0.5	p1	10059	1888	1	2
287	7064821	m2	2450761	-0.00098845	0.5	p1	10283	1888	1	2
458	7073625	m3	4066934	0.002792559	0.5	p1	10295	1888	1	2
283	7446427	m3	2398223	0.00218433	0.5	p1	10812	1888	1	2
477	7460921	m3	4257852	0.001790803	0.5	p1	10833	1888	1	2
551	7544994	m3	4902956	0.002715836	0.5	p1	10950	1888	1	2
249	7603333	m3	2116347	0.004924785	0.5	p1	11032	1888	1	2
146	7677067	m2	1176503	-0.000856475	0.5	p1	11136	1888	1	2
192	7679737	m3	1585159	0.001409418	0.5	p1	11139	1888	1	2
38	7804791	m2	351899	-0.002470331	0.5	p1	11315	1888	1	2
518	7839925	m3	4630855	0.000648098	0.5	p1	11364	1888	1	2
136	8003109	m2	1129313	-2.70E-06	0.5	p1	11594	1888	1	2
378	8021274	m3	3315549	0.000708271	0.5	p1	11620	1888	1	2
273	8083798	m3	2339772	0.001180036	0.5	p1	11706	1888	1	2
51	8149962	m2	457653	-0.000532626	0.5	p1	11798	1888	1	2
382	8150093	m2	3363559	-0.000250706	0.5	p1	11798	1888	1	2
257	8208213	m2	2171729	-0.000584051	0.5	p1	11880	1888	1	2
323	8213793	m2	2753197	-0.00014726	0.5	p1	11888	1888	1	2
360	8240634	m2	3101114	-4.11E-05	0.5	p1	11926	1888	1	2
502	8273397	m2	4476621	-2.58E-05	0.5	p1	11972	1888	1	2
428	8365032	m3	3742721	0.000374315	0.5	p1	12099	1888	1	2
407	8588959	m3	3512389	0.000153072	0.5	p1	12412	1888	1	2
293	8600734	m2	2509102	-3.26E-06	0.5	p1	12428	1888	1	2
436	8601057	m3	3851428	0.000402802	0.5	p1	12429	1888	1	2
108	8608423	m2	891099	-1.39E-05	0.5	p1	12439	1888	1	2
100	8618188	m3	854414	0.000340872	0.5	p1	12452	1888	1	2
110	8726121	m3	908406	0.000819854	0.5	p1	12605	1888	1	2
152	8818240	m3	1214373	0.00050733	0.5	p1	12732	1888	1	2
250	8865851	m3	2117303	0.00126866	0.5	p1	12797	1888	1	2
325	8867070	m2	2768727	-1.17E-05	0.5	p1	12799	1888	1	2
455	8886264	m2	4028277	-0.002108086	0.5	p1	12825	1888	1	2
106	8901687	m3	886717	0.002743978	0.5	p1	12847	1888	1	2
272	9001190	m2	2333156	-0.000424768	0.5	p1	12985	1888	1	2
410	9073858	m3	3538507	0.000203507	0.5	p1	13084	1888	1	2
189	9085059	m2	1577418	-0.00058715	0.5	p1	13100	1888	1	2
461	9250725	m3	4089453	0.001398149	0.5	p1	13329	1888	1	2
540	9470459	m2	4840986	-0.002484247	0.5	p1	13634	1888	1	2
22	9534992	m2	230887	-0.000513766	0.5	p1	13723	1888	1	2
82	9556544	m3	726806	5.69E-05	0.5	p1	13753	1888	1	2
36	9588211	m2	337414	-1.65E-05	0.5	p1	13797	1888	1	2
3	9753556	m2	61261	-0.000169969	0.5	p1	14026	1888	1	2
511	9806866	m3	4546388	0.001939489	0.5	p1	14101	1888	1	2
341	9837752	m2	2918541	-0.000127765	0.5	p1	14144	1888	1	2
7	9875795	m2	76002	-0.000109533	0.5	p1	14197	1888	1	2
264	9956143	m3	2252392	0.001106661	0.5	p1	14308	1888	1	2
194	9987288	m2	1589531	-0.002938483	0.5	p1	14351	1888	1	2
555	10011951	m2	4933085	-1.54E-05	0.5	p1	14386	1888	1	2
4	10051384	m3	64496	0.001283971	0.5	p1	14440	1888	1	2
408	10068962	m2	3529477	-0.000755647	0.5	p1	14464	1888	1	2
529	10209259	m3	4732693	0.000526723	0.5	p1	14659	1888	1	2
72	10313540	m2	622586	-1.88E-06	0.5	p1	14804	1888	1	2
127	10405369	m2	1029530	-0.000523785	0.5	p1	14931	1888	1	2
285	10498800	m3	2426479	0.001000467	0.5	p1	15060	1888	1	2
304	10502696	m3	2601581	0.000334502	0.5	p1	15065	1888	1	2
430	10538674	m3	3773259	0.001095949	0.5	p1	15115	1888	1	2
274	10642194	m3	2347965	0.001430649	0.5	p1	15258	1888	1	2
213	10655882	m3	1706982	0.00096617	0.5	p1	15276	1888	1	2
43	10831473	m2	366325	-6.02E-06	0.5	p1	15517	1888	1	2
368	10831609	m2	3225207	-8.42E-05	0.5	p1	15517	1888	1	2
416	10832833	m3	3620895	0.000929099	0.5	p1	15519	1888	1	2
454	10835043	m2	4023747	-0.000903988	0.5	p1	15522	1888	1	2
464	10883265	m3	4145650	0.001051372	0.5	p1	15588	1888	1	2
406	10950061	m2	3510950	-0.000276286	0.5	p1	15680	1888	1	2
94	10981390	m2	791732	-7.06E-07	0.5	p1	15722	1888	1	2
132	10985485	m2	1075817	-0.000353466	0.5	p1	15728	1888	1	2
175	11020111	m2	1471275	-0.001627141	0.5	p1	15775	1888	1	2
484	11076850	m2	4312311	-0.000319602	0.5	p1	15853	1888	1	2
281	11273123	m2	2394504	-0.000277614	0.5	p1	16122	1888	1	2
62	11283643	m2	542924	-2.71E-05	0.5	p1	16136	1888	1	2
56	11284558	m3	502432	0.000647871	0.5	p1	16138	1888	1	2
497	11364354	m3	4437238	0.000785382	0.5	p1	16246	1888	1	2
532	11373154	m3	4776523	0.003031173	0.5	p1	16258	1888	1	2
446	11393434	m2	3949847	-6.27E-05	0.5	p1	16285	1888	1	2
307	11508466	m2	2615501	-7.97E-05	0.5	p1	16442	1888	1	2
156	11570945	m3	1284445	0.001418213	0.5	p1	16528	1888	1	2
221	11657377	m2	1779334	-2.38E-07	0.5	p1	16645	1888	1	2
11	11733568	m2	106820	-1.15E-05	0.5	p1	16749	1888	1	2
299	11773654	m2	2533299	-2.96E-06	0.5	p1	16805	1888	1	2
181	11791279	m3	1533382	0.001821584	0.5	p1	16829	1888	1	2
190	11797722	m3	1578160	0.000831253	0.5	p1	16838	1888	1	2
442	11932533	m2	3902051	-5.87E-06	0.5	p1	17022	1888	1	2
326	12051489	m2	2774452	-9.31E-06	0.5	p1	17184	1888	1	2
89	12074301	m2	770268	-0.000241833	0.5	p1	17215	1888	1	2
329	12165998	m3	2783314	0.00086787	0.5	p1	17341	1888	1	2
495	12185515	m2	4431347	-0.000778775	0.5	p1	17369	1888	1	2
248	12235821	m2	2114289	-0.000200629	0.5	p1	17437	1888	1	2
225	12318426	m2	1856787	-0.00101649	0.5	p1	17550	1888	1	2
303	12366965	m2	2600382	-0.000416783	0.5	p1	17617	1888	1	2
98	12386042	m3	850116	0.002954582	0.5	p1	17643	1888	1	2
76	12403744	m3	663926	0.00312718	0.5	p1	17668	1888	1	2
155	12452957	m2	1249498	-0.000525244	0.5	p1	17734	1888	1	2
202	12489095	m2	1634705	-0.000197157	0.5	p1	17783	1888	1	2
389	12518698	m2	3407363	-0.00021665	0.5	p1	17823	1888	1	2
163	12549642	m3	1400884	0.004173105	0.5	p1	17865	1888	1	2
334	12627255	m2	2840858	-1.37E-05	0.5	p1	17971	1888	1	2
63	12738993	m2	544780	-0.000651092	0.5	p1	18123	1888	1	2
255	12762140	m3	2158741	0.001909998	0.5	p1	18155	1888	1	2
5	12824104	m3	71034	0.0031169	0.5	p1	18240	1888	1	2
533	12837219	m3	4786803	0.004963685	0.5	p1	18257	1888	1	2
513	12948846	m2	4571042	-0.001036037	0.5	p1	18411	1888	1	2
61	12954266	m2	530931	-0.000693321	0.5	p1	18419	1888	1	2
236	13023481	m3	2007153	0.004707258	0.5	p1	18513	1888	1	2
527	13084076	m2	4706958	-0.00032115	0.5	p1	18596	1888	1	2
291	13136577	m3	2481811	0.001597829	0.5	p1	18668	1888	1	2
530	13198499	m2	4747174	-0.000317535	0.5	p1	18754	1888	1	2
97	13321922	m2	845551	-7.66E-05	0.5	p1	18922	1888	1	2
183	13360799	m2	1536627	-0.00063753	0.5	p1	18974	1888	1	2
223	13427499	m2	1838570	-0.000513728	0.5	p1	19064	1888	1	2
521	13544773	m3	4650702	0.001150477	0.5	p1	19220	1888	1	2
544	13561059	m3	4850422	0.0019309	0.5	p1	19241	1888	1	2
265	13596966	m2	2263202	-0.000467399	0.5	p1	19289	1888	1	2
268	13676536	m3	2313238	0.001762761	0.5	p1	19396	1888	1	2
54	13864908	m2	474162	-1.56E-06	0.5	p1	19650	1888	1	2
386	13877064	m3	3382061	0.002103715	0.5	p1	19666	1888	1	2
231	13928489	m3	1937864	0.000127721	0.5	p1	19736	1888	1	2
302	14087071	m2	2576045	-0.000854481	0.5	p1	19947	1888	1	2
229	14155488	m2	1917921	-0.001151204	0.5	p1	20040	1888	1	2
48	14175311	m3	435809	0.002999099	0.5	p1	20066	1888	1	2
171	14309868	m3	1450013	0.001569421	0.5	p1	20248	1888	1	2
53	14366211	m3	465049	0.001812439	0.5	p1	20323	1888	1	2
318	14367296	m2	2699153	-2.35E-05	0.5	p1	20325	1888	1	2
445	14417147	m3	3948081	0.003996528	0.5	p1	20391	1888	1	2
70	14519384	m2	595192	-0.000838568	0.5	p1	20530	1888	1	2
227	14635172	m3	1860051	0.001335562	0.5	p1	20684	1888	1	2
224	14659088	m3	1839207	0.0020827	0.5	p1	20716	1888	1	2
292	14670379	m2	2503152	-1.44E-05	0.5	p1	20731	1888	1	2
166	14754531	m2	1417948	-3.62E-05	0.5	p1	20842	1888	1	2
411	14767771	m3	3557045	0.001538775	0.5	p1	20859	1888	1	2
50	14864843	m2	453273	-0.001756346	0.5	p1	20986	1888	1	2
241	14892427	m3	2021700	0.000335356	0.5	p1	21023	1888	1	2
501	14908183	m3	4471355	0.004144361	0.5	p1	21044	1888	1	2
380	15067119	m2	3328294	-0.00084796	0.5	p1	21255	1888	1	2
541	15422915	m2	4843130	-2.75E-05	0.5	p1	21728	1888	1	2
309	15503620	m3	2635883	0.001765546	0.5	p1	21836	1888	1	2
425	15529341	m2	3718874	-1.06E-06	0.5	p1	21870	1888	1	2
311	15646740	m2	2645885	-2.79E-06	0.5	p1	22027	1888	1	2
363	15758692	m2	3126515	-0.000384618	0.5	p1	22175	1888	1	2
150	15770014	m3	1193914	0.001587823	0.5	p1	22190	1888	1	2
246	15851947	m2	2069249	-0.000689132	0.5	p1	22300	1888	1	2
549	15866373	m3	4874760	0.00333319	0.5	p1	22319	1888	1	2
6	15949111	m3	74298	0.000946006	0.5	p1	22430	1888	1	2
366	16124973	m3	3176913	0.001372681	0.5	p1	22663	1888	1	2
390	16134459	m2	3409509	-0.0006862	0.5	p1	22675	1888	1	2
437	16179589	m3	3857017	0.001106594	0.5	p1	22734	1888	1	2
59	16222916	m2	513642	-2.81E-05	0.5	p1	22791	1888	1	2
26	16319880	m2	263604	-1.45E-05	0.5	p1	22917	1888	1	2
39	16386296	m2	354510	-0.000252215	0.5	p1	23004	1888	1	2
115	16493690	m2	966264	-0.000161698	0.5	p1	23144	1888	1	2
277	16537100	m2	2358482	-1.34E-05	0.5	p1	23200	1888	1	2
282	16562033	m3	2395430	0.000325291	0.5	p1	23232	1888	1	2
153	16568322	m3	1231020	0.000755499	0.5	p1	23241	1888	1	2
177	16703157	m2	1495181	-1.33E-05	0.5	p1	23417	1888	1	2
210	16707415	m3	1687799	0.001106256	0.5	p1	23423	1888	1	2
289	16955530	m3	2453644	0.003806609	0.5	p1	23746	1888	1	2
125	17052856	m2	1013482	-0.000389172	0.5	p1	23873	1888	1	2
556	17103242	m2	4963759	-0.000319203	0.5	p1	23939	1888	1	2
469	17141648	m2	4186743	-1.34E-05	0.5	p1	23989	1888	1	2
32	17239258	m3	310042	8.35E-05	0.5	p1	24118	1888	1	2
96	17339243	m3	835738	0.001717778	0.5	p1	24249	1888	1	2
79	17345933	m2	682568	-0.000374416	0.5	p1	24258	1888	1	2
550	17425342	m3	4898933	0.003645105	0.5	p1	24361	1888	1	2
195	17460313	m3	1592269	0.000717393	0.5	p1	24406	1888	1	2
279	17462700	m3	2382070	0.000451488	0.5	p1	24409	1888	1	2
145	17466430	m2	1170633	-5.04E-06	0.5	p1	24414	1888	1	2
73	17486357	m2	642991	-1.23E-06	0.5	p1	24440	1888	1	2
525	17559939	m3	4702735	0.001216521	0.5	p1	24535	1888	1	2
520	17861966	m2	4647380	-0.001037086	0.5	p1	24927	1888	1	2
167	17914326	m3	1428386	0.001014045	0.5	p1	24994	1888	1	2
77	17914815	m3	667797	0.003634981	0.5	p1	24995	1888	1	2
275	18114424	m3	2349769	0.001877649	0.5	p1	25254	1888	1	2
168	18299509	m3	1429146	0.001238859	0.5	p1	25495	1888	1	2
429	18328896	m3	3756811	0.00056961	0.5	p1	25533	1888	1	2
290	18378692	m2	2480253	-0.001055515	0.5	p1	25598	1888	1	2
233	18464431	m3	1973999	0.003386019	0.5	p1	25709	1888	1	2
306	18483560	m3	2611169	0.000409212	0.5	p1	25734	1888	1	2
2	18769456	m2	52911	-1.29E-05	0.5	p1	26103	1888	1	2
8	18832883	m3	78576	0.001531807	0.5	p1	26184	1888	1	2
40	19012495	m3	358200	0.000819263	0.5	p1	26415	1888	1	2
140	19135601	m3	1142857	5.83E-05	0.5	p1	26572	1888	1	2
470	19167729	m2	4200008	-2.86E-05	0.5	p1	26614	1888	1	2
348	19261018	m2	2971282	-9.63E-05	0.5	p1	26734	1888	1	2
490	19299353	m2	4377514	-5.89E-05	0.5	p1	26783	1888	1	2
500	19310111	m3	4457837	0.002632554	0.5	p1	26797	1888	1	2
182	19327107	m2	1535585	-0.000188431	0.5	p1	26819	1888	1	2
258	19335780	m2	2184439	-0.000500004	0.5	p1	26830	1888	1	2
347	19338394	m2	2969364	-4.85E-08	0.5	p1	26833	1888	1	2
1	19394718	m2	33507	-0.000405555	0.5	p1	26905	1888	1	2
185	19423286	m2	1548046	-2.97E-05	0.5	p1	26941	1888	1	2
339	19495622	m3	2875360	0.000668858	0.5	p1	27033	1888	1	2
169	19504703	m2	1430020	-0.000868472	0.5	p1	27044	1888	1	2
179	19632167	m2	1503560	-4.92E-05	0.5	p1	27206	1888	1	2
129	19728578	m3	1050789	0.00147912	0.5	p1	27329	1888	1	2
80	19897961	m3	712830	0.001707067	0.5	p1	27543	1888	1	2
305	20085557	m3	2605406	0.00099445	0.5	p1	27781	1888	1	2
332	20129638	m3	2810036	0.000845289	0.5	p1	27837	1888	1	2
154	20218157	m2	1249376	-7.30E-05	0.5	p1	27949	1888	1	2
235	20219744	m2	2006719	-0.000456663	0.5	p1	27951	1888	1	2
269	20305064	m3	2314797	0.002111357	0.5	p1	28059	1888	1	2
30	20308599	m3	293381	0.002738566	0.5	p1	28064	1888	1	2
158	20349443	m3	1319198	0.00433779	0.5	p1	28115	1888	1	2
103	20378669	m3	864446	0.001627962	0.5	p1	28152	1888	1	2
319	20389410	m3	2699854	0.001765227	0.5	p1	28166	1888	1	2
467	20420512	m2	4175827	-0.000106188	0.5	p1	28206	1888	1	2
489	20595637	m3	4370833	0.002220063	0.5	p1	28429	1888	1	2
193	20629016	m2	1585169	-0.001371159	0.5	p1	28471	1888	1	2
176	20710238	m3	1481479	0.002395035	0.5	p1	28573	1888	1	2
46	20739617	m3	393329	0.002714243	0.5	p1	28610	1888	1	2
20	20746384	m2	201332	-0.000322932	0.5	p1	28619	1888	1	2
143	20822684	m3	1146671	0.002348894	0.5	p1	28715	1888	1	2
288	20833613	m3	2452117	0.001168784	0.5	p1	28729	1888	1	2
60	20950256	m3	520125	4.82E-05	0.5	p1	28877	1888	1	2
41	21010704	m3	363711	0.001302232	0.5	p1	28953	1888	1	2
284	21034079	m3	2414685	0.002582754	0.5	p1	28983	1888	1	2
21	21063722	m2	225093	-0.000678641	0.5	p1	29020	1888	1	2
405	21205445	m2	3496040	-2.47E-05	0.5	p1	29198	1888	1	2
356	21333364	m3	3065792	0.000635018	0.5	p1	29358	1888	1	2
471	21397224	m3	4215650	0.001806638	0.5	p1	29438	1888	1	2
15	21446740	m2	137748	-0.000159836	0.5	p1	29500	1888	1	2
52	21481807	m3	461757	0.00193419	0.5	p1	29544	1888	1	2
459	21524653	m2	4073107	-0.000224129	0.5	p1	29597	1888	1	2
483	21532591	m3	4301875	0.002620686	0.5	p1	29606	1888	1	2
226	21564225	m2	1857058	-0.000523712	0.5	p1	29645	1888	1	2
546	21596270	m3	4856191	0.001715553	0.5	p1	29685	1888	1	2
101	21609428	m3	856396	0.00176082	0.5	p1	29702	1888	1	2
492	21657078	m3	4392028	0.002411864	0.5	p1	29761	1888	1	2
491	21660457	m2	4379120	-0.001198456	0.5	p1	29765	1888	1	2
69	21668462	m3	581508	0.000152604	0.5	p1	29775	1888	1	2
67	21754844	m3	571776	0.000149539	0.5	p1	29883	1888	1	2
260	21850641	m2	2201452	-0.00010614	0.5	p1	30003	1888	1	2
558	21861204	m3	4986056	0.001388062	0.5	p1	30016	1888	1	2
209	21878031	m2	1669416	-0.001359108	0.5	p1	30037	1888	1	2
424	21995829	m2	3708794	-0.000424534	0.5	p1	30185	1888	1	2
245	22072553	m3	2062976	0.000274545	0.5	p1	30280	1888	1	2
28	22170236	m2	283284	-0.001148024	0.5	p1	30401	1888	1	2
164	22300309	m2	1405211	-3.14E-06	0.5	p1	30562	1888	1	2
384	22324011	m2	3372456	-0.000233342	0.5	p1	30591	1888	1	2
81	22401099	m3	724414	0.001764034	0.5	p1	30686	1888	1	2
315	22509348	m2	2668989	-0.000310969	0.5	p1	30819	1888	1	2
135	22607066	m3	1124438	0.000289127	0.5	p1	30940	1888	1	2
435	22607599	m2	3845891	-7.99E-06	0.5	p1	30941	1888	1	2
539	22623824	m3	4831483	0.001952697	0.5	p1	30961	1888	1	2
409	22728316	m2	3533098	-0.000509653	0.5	p1	31089	1888	1	2
